,work_id,user_id,title,rating,summary,language,words,comments,kudos,bookmarks,hits,completed,chapters_written,chapters_total,datetime_updated
816,work_18912523,user-4578719,The Journal,Teen And Up Audiences,"Harry Potter felt like two different people on even the best of days. Life was a series of duties, of appointments to fill, of masks to put on. There were four different masks he was wearing, and personally he thought it worse than when he had been at war.",English,105038,2184,5942,1695,130376,False,52,,2019-12-14
817,work_1124273,user-256823,The Printed Press,Explicit,"Draco has worked hard to gain a reputation as an unbiased reporter for the Prophet. He never imagined this would lead to Harry Potter offering him a job, or how much accepting said job would change his life.**""I've had an idea,"" Harry said, ""You were there that night, at Greengrass Moor, when I …"" he trailed off looking embarrassed.",English,119675,524,5940,1629,108111,True,21,21,2015-06-15
818,work_6477778,user-18820,Real Enough,Teen And Up Audiences,"Harry Potter, JARVIS and whole lot of artificial existentialism.",English,3757,205,5939,1313,42818,True,1,1,2016-04-06
819,work_304166,user-558,A Lie Gets Halfway Around the School Before the Truth Has a Chance to Get Its Pants On,Mature,"Remus' seventh year had commenced in the ordinary fashion, if anything about his life at Hogwarts could be accurately described as 'ordinary'. But when a potions incident leaves him up the proverbial creek, things quickly take a turn for the worse—or perhaps for the better, if Sirius has any say in the matter.",English,20148,99,5936,1056,93252,True,5,5,2011-12-27
820,work_8358286,user-1049943,Enemies with Benefits,Explicit,"Dramione smut with a bit of plot.  After their respective bitter breakups, Draco Malfoy and Hermione Granger coincidentally end up drunk together at the same work party.  Despite their mutual hatred, they somehow end up shagging in one of the Ministry's offices.  But what was supposed to be a one-night-stand just keeps repeating itself in various ways...",English,39565,349,5933,1278,147907,True,16,16,2017-05-20
821,work_11591970,user-3134643,Dragon Heartstrings,Explicit,"Draco has seen the strings for almost as long as he can remember, but they don't mean anything. Anything at all....",English,23825,328,5931,1223,82524,True,1,1,2017-07-24
822,work_41103,user-2680,"101 Ways to Heal Your Wizarding Woes (Or, an Unfortunate Incident with a Traffic Cone and a Policeman’s Helmet)",Explicit,"Harry is a trainee Auror, and Draco is living at Malfoy Manor, bored and petulant with nothing to do, and no career prospects. Draco's attempt to heal himself via Muggle psychology – including writing a series of 'why I hate you' letters to Harry – backfires when an overanxious house elf delivers the results to Harry. Harry is bemused, Draco is angry and together they have a lot of issues to work out.",English,26471,192,5922,1079,101269,True,1,1,2007-12-01
823,work_17186087,user-1638176,Solntse,Explicit,"Sirius, a young Russian billionaire hires Remus, who is working part time as a call boy to make ends meet. Things happen, feelings occur.",English,61997,761,5910,1300,123977,True,14,14,2019-08-12
824,work_8983066,user-52802,Heat of the Moment,Explicit,"Harry’s never felt much like an Alpha but that all changes when Draco Malfoy turns up on his doorstep, asking Harry for help.",English,2229,85,5907,591,94061,True,1,1,2017-02-05
825,work_14245221,user-2950224,A Second Chance at Happiness? Maybe?,Teen And Up Audiences,"A stupidly curious Harry Potter accidentally ends up in the past ... right in front of Regulus Black. Deciding he might as well stop the world going to hell, a - slightly insane - Potter drags a bewildered Regulus with him. Between ending a war and accidentally saving the Blacks, the two quickly get close. Will they have a second chance at happiness? Maybe?",English,46872,368,5904,1471,142378,True,13,13,2018-07-12
826,work_11787732,user-1221814,Nagini's Children,Teen And Up Audiences,Nagini is in mother hen mode and Harry is her latest.,English,31107,744,5903,1261,139544,True,17,17,2021-07-16
827,work_5311595,user-57438,And a Malfoy in a Pear Tree,Explicit,"Draco works in a coffee shop. Harry drops by every day to get his fix. Of coffee, Ron.",English,7927,201,5903,974,60078,True,1,1,2015-12-02
828,work_13546950,user-2736428,Sharing is a Myth,Teen And Up Audiences,"“Draco,” Harry breathed, stepping forward. “I have been in love with you since the moment you offered me your biscuit when we were five.” ",English,5566,236,5898,1052,45582,True,1,1,2018-02-02
829,work_4065484,user-48862,A Good Teacher,General Audiences,"The other children in class stared at the teacher.  Then they stared at Harry, then back to the teacher, then at Harry, in a never-ending loop.",English,12989,355,5895,1523,44300,True,1,1,2015-06-03
830,work_18694165,user-48744,Amortentia,Explicit,"A few years after they married, Harry discovers Ginny has been dosing him with Amortentia the whole time. He goes to Snape for help to reverse the effects.",English,21057,236,5895,1186,47802,True,1,1,2019-05-13
831,work_9106198,user-48697,Eat. Sleep. Don't Stop Til You Drop.,Not Rated,For a prompt at the km: ,English,2203,109,5895,880,42615,True,1,1,2016-12-29
832,work_27342427,user-48008,propriety,Explicit,"The absolute, absurd relief he feels upon seeing Harry enter the ballroom is practically it's very own brand of illicit potion-- even if he's being escorted on his godfather's arm.",English,3073,107,5889,1041,60733,True,1,1,2020-11-02
833,work_17828111,user-514371,Your Name Upon my Heart,Not Rated,"AIM has gained access to a new energy source - problem is, that energy source happens to be a person.",English,3040,65,5889,461,64198,True,1,1,2019-02-17
834,work_23219902,user-4826572,the first kiss,Mature,"“Granger — “ he finally forced himself to say, trying to keep his voice level. “You don’t have to forgive me.”",English,2218,83,5888,551,104994,True,1,1,2020-03-21
835,work_8462437,user-1300557,This Gonna Be Good,General Audiences,At the very end Harriet goes back to the very beginning to right the wrongs and protect the ones she loves.,English,422630,1944,5887,2054,278726,False,64,,2020-10-09
836,work_402178,user-27046,Hurricane,Explicit,"He only ever wanted to bring Sirius back, but in Harry's life nothing ever goes the way he wants it to.",English,42256,343,5883,1403,113754,True,15,15,2014-07-16
837,work_25350412,user-3100104,Historical hypotheticals,Teen And Up Audiences,Wait… What year is it again?,English,21057,957,5876,2121,73762,False,6,7,2021-10-06
838,work_1054751,user-76511,Silver Arrow,Mature,"The first time Fenrir laid eyes upon Harry Potter, it was like a silver arrow had just pierced his heart. The first time Harry laid eyes on Fenrir, he was intoxicated. But it would take more than compatibility for Harry to accept Fenrir as his mate. First he had to get used to being a werewolf and then decide if he really wanted to be the alpha submissive of the largest pack in Britain.",English,44821,240,5861,1748,80296,True,8,8,2016-07-11
839,work_7484097,user-752237,There's No I In Team,Explicit,"When Draco's babysitter cancels on him, he has no option but to bring his son to work, despite the fact he has an extremely important day ahead of him. Rescue comes from the most unlikely of places, and Draco ends up having a day he never could have planned, or hoped for. ",English,13389,221,5858,1124,74682,True,1,1,2016-07-14
840,work_120495,user-286,The Case of the Unwelcome Owl,General Audiences,"""So,"" said John, feeling out of his depth once again. ""An owl."" It was the same mild, politely curious tone of voice with which he had previously found himself uttering such things as: ""So – three bags of frozen AB negative,"" and ""So – a selection of human ears.""",English,7198,257,5855,1124,74346,True,1,1,2010-09-24
841,work_1408141,user-211835,And I Know the Spark,Explicit,"All Draco cares about is keeping Potter alive, and he’ll do whatever it takes to make sure that happens.",English,15639,201,5852,1088,110715,True,1,1,2014-04-03
842,work_1794760,user-211835,Baby It's You,Explicit,"Harry sometimes wished that his life wasn’t quite so prone to turmoil. Some days it felt like he couldn’t even take a piss without throwing his entire future off-course. Or, you know, have a drunken shag in a public toilet. It’s more the principle of the thing, really.",English,23792,190,5842,1023,81852,True,1,1,2014-06-16
843,work_16481780,user-35202,Pride and Power,Mature,"Harry, stuck in the past and asked by Dumbledore to infiltrate the ranks of Riddle’s proto-Death Eaters, is also being courted by Riddle himself, and by the Aurors, and by a couple of people who might not have anything to do with them. Harry struggles to hold onto his sense of himself and reality in the midst of all this. Sequel to “Earning His Notice.”",English,15788,227,5840,575,74819,True,3,3,2018-11-03
844,work_26328481,user-76407,Blackberry Tart,General Audiences,"One year after Severus Snape offered to become Harry's legal guardian, Sirius Black shows up at Hogwarts.",English,33248,286,5836,724,54841,True,3,3,2020-09-13
845,work_7973116,user-1199785,Eternity,Teen And Up Audiences,"On one's 21st birthday, one's soul mark is burnt into one's skin. It could be anything; a name, a number, a symbol. ",English,1099,96,5825,415,82697,True,1,1,2016-09-06
846,work_879624,user-104018,Foundations,Explicit,"When one door closes, another one opens – with a bit of a push. Life, love and complications. [sequel to Reparations]",English,236075,624,5822,1073,196704,True,12,12,2013-07-11
847,work_12061254,user-183759,Newt Scamander's Guide to Getting Things Done,Mature,"Newt was essentially frog-marched into the director's office, and at this point, felt very put out by the whole affair. He rather thought he had been man-handled enough for the past 24 hours. This was certainly some way to treat a helpful informant. ",English,51787,240,5821,1996,91064,True,12,12,2018-03-12
848,work_30610928,user-4738040,Old Haunts (Are For Forgotten Ghosts),Mature,"When Regulus is eleven, he meets Harry Potter, the only recently turned up, distant cousin of James Potter. The first surprise is that, despite being a Potter, he's sorted into Slytherin. The second surprise is that he manages to convince Regulus to prank Sirius for being an ass about his sorting. The third is that he turns out to be an amazing friend. ",English,40000,294,5815,1390,53489,True,4,4,2021-04-29
849,work_12068361,user-148079,Touch,Explicit,"When Harry is referred to a professional cuddler for the soothing power of touch, he’s dubious — even more so when the Cuddler who shows up turns out to be Malfoy. But in the years since the war, Malfoy’s changed, and over the next several days Harry is confronted by how much he still doesn’t know about this new version of his old enemy — and by how much he wants to learn.",English,44791,486,5814,1349,75488,True,5,5,2017-10-27
850,work_18316175,user-5279783,Son of Magic,Mature,"After decades of war, the world is on the brink of destruction, with no hope for survival. The only way to go on is to travel back in time and change everything that's gone wrong, starting with Tom Riddle. That's how Harry Potter found himself in 1941, a time he had hoped never to find himself in again. Why 1941? Death has a pretty messed up sense of humour, that's why.",English,184430,1653,5811,1889,179693,False,21,,2022-01-23
851,work_5403284,user-2680,Defining Dickhead,Teen And Up Audiences,"cockblock (vulgar, slang)verb: to impede the romantic or sexual advances of a person (usually a man) towards another",English,8435,139,5806,897,64131,True,1,1,2015-12-27
852,work_17987615,user-514371,I'll Only Hurt You if You'll Let Me,Not Rated,Natasha doesn't meet her soulmate first; she meets his son and falls in love.,English,4468,152,5805,678,67244,True,1,1,2019-03-03
853,work_17653448,user-3888789,Wild Magics,Explicit,"Harry gritted his teeth and said to Hermione, “I think I’m an omega.”",English,42324,717,5789,1274,139031,True,20,20,2022-05-31
854,work_129737,user-6837,The Venice Job,Explicit,"Harry Potter was one of the youngest Aurors in history. He was the Boy Who Lived, and the Boy Who Lived Again. He loved Guinness and Quidditch, and hated pineapple. He wrote letters to Hagrid every Thursday, and on Sundays, he visited Hermione and Ron. Harry Potter was also not gay.",English,25774,277,5784,1298,82049,True,10,10,2007-08-18
855,work_17237618,user-2987434,A Contract Most Inconvenient,Explicit,"“I can’t do this Harry, oh gods, Harry, it’s awful, it’s horrid,” she wheezed, feeling dark circles start to cloud her vision. She dimly felt him reach over and pick up the sheet she had abandoned, and soon felt him tugging at her chin, forcing her to look at him. ",English,240188,3019,5760,1453,302361,False,60,,2021-02-20
856,work_17845154,user-3960030,Sex and Occlumency,Explicit,"Hermione didn't escape from the war unscathed, and when she finally decides on a solution to her problems she's left to explore it on her own. A chance encounter with Draco Malfoy sets her world on it's head and leads her down a path towards healing that she would never have anticipated.",English,65079,1277,5755,1773,172519,True,18,18,2019-04-15
857,work_21202013,user-83106,Unchained,Teen And Up Audiences,"Sirius was more of a Pureblood Heir than anyone ever would realize in his lifetime. Harry is his son, and after his father dies, he has one thing on his mind. Revenge. Watch out Dumbledore, you messed with the wrong family.Oh, he has to marry Rodolphus Lestrange to do it. One small catch, right?",English,75584,1033,5753,1980,198608,False,26,,2021-05-15
858,work_12749880,user-1335021,Heartlines,Explicit,Harry never expected he’d end up chipping away at his virginity while wandless and bonded to Malfoy in Northern Europe.,English,72620,490,5753,1504,99928,True,6,6,2017-12-14
859,work_24075046,user-43319,To Save A Genius,Mature,"After the Age of Ultron, Tony has had enough, and he takes a break disappearing to Scotland to stay by his Aunt Angie, and to recoup and recover after everything that has happened, and those in his life have hurt him again. While he is in Scotland he meets Harry Potter, a man who seems determined to care for him, can Tony open up enough to let him in? Slash",English,34567,364,5750,1736,87271,True,7,7,2020-05-30
860,work_5058703,user-1478147,Dodging Prison and Stealing Witches - Revenge is Best Served Raw,Mature,"Harry Potter has been banged up for ten years in the hellhole brig of Azkaban for a crime he didn't commit, and his traitorous brother, the not-really-boy-who-lived, has royally messed things up. After meeting Fate and Death, Harry is given a second chance to squash Voldemort, dodge a thousand years in prison, and snatch everything his hated brother holds dear. H/Hr/LL/DG/GW.",English,624613,1693,5749,1727,358046,False,57,,2020-04-21
861,work_18595072,user-1679903,The Tale of Harry Midgardson,Explicit,"THIS IS NOT ABANDONED (4th of November 2021)!!!! Hallo everyone, as it is forbidden to post a note as a chapter, I will contact you this way. Recovery is going well, but for now I wish to concentrate on 'A different Kind of Hero' the very first fan fiction I ever posted. People are waiting even longer than you for me to finish it. Also, I want to go over each chapter and do some clean up.Your JSG",English,366,137,5743,1702,139824,False,1,,2019-04-25
862,work_380762,user-17892,Abandon,Explicit,Harry gets left in London by Petunia and runs into Voldemort. Strange things happen.,English,225114,357,5741,1134,249859,True,47,47,2005-07-03
863,work_13279185,user-31788,Snake Eyes,Teen And Up Audiences,"Murder first, apologies later is a perfectly legitimate plan in Tom’s mind. Harry disagrees.",English,7247,119,5740,1296,35085,True,1,1,2018-01-05
864,work_33062704,user-3445773,Altered State,Explicit,"Six years after the Battle of Hogwarts, Auror Hermione Granger activated a mysterious dark object, which unexpectedly sent her decades into the past.",English,207655,4747,5738,1061,203815,False,44,,2022-09-13
865,work_31166789,user-5624917,The Deathly Avenger,Mature,"Harry thought Death was joking when he said this life was going to have a twist. But looking at his reflection and seeing the brown with hints of red in his hair, along with his cheeks, even with the baby fat, being different than his previous life, Harry knew Death did something. Of course, this was confirmed when upon a random request from his aunt (which Harry was sure was also Death being an intrusive asshole) and finding his mother's diary in the attic he had his answer. James Potter was not his father.",English,27424,476,5738,1993,95052,False,9,,2022-07-07
866,work_20566796,user-4519314,"Three sugars and a splash of daddy, please",Explicit,"After graduating from Hogwarts, Tom Riddle is struggling to make his way up in the world.",English,24815,664,5731,1773,67768,False,6,,2021-01-07
867,work_12365883,user-647679,"Chaos, Imperium, Scientiae",Mature,Based on the Tumblr Prompt of Dark Trio mixed with the typical Tomarry Time Travel Cliche,English,107991,656,5731,1941,127891,False,23,35,2020-10-15
868,work_6865747,user-186536,Crude and Proud,General Audiences,Remus and Sirius are soulmates and whatever they write on their arms appears on the other person's.,English,25103,349,5731,1018,93038,True,17,17,2016-12-22
869,work_3694820,user-61654,Charlotte the Great and Powerful,Teen And Up Audiences,"
  Her whole life has been about gaining power through struggle and sacrifice and manipulation of the only thing she has going for her (Charlotte’s a terrible person beneath the pretty face and she knows it).
",English,5630,109,5726,1536,60792,True,1,1,2015-04-06
870,work_34259563,user-10767122,Meet Your Match,Explicit,"After the war, Draco Malfoy seeks refuge from infamy in the Muggle world. A friendly Muggle couple takes him under their wing, but there’s a problem: they are intent on setting him up with their best friend, Hermione Granger.",English,121611,1383,5723,2094,228338,True,26,26,2022-03-07
871,work_16159481,user-1736542,Mother Magic- The Philosopher’s Stone,General Audiences,"Harry James Potter, The boy under the stairs, had always been good at listening to voices in his head. So when a soft, gentle voice told him to walk and keep walking out of Privet Drive at 5 years old, all he could do was oblige.",English,44602,473,5723,1304,123537,False,26,27,2019-05-14
872,work_9112156,user-61639,Aposematism,Not Rated,"Theseus had joked once that it was Newt's most dangerous quality; the ability to seem harmless when he was quite the opposite. Newt simply considered it wise, especially since he believed his coat was more than a good enough warning that others ought to be wary of him.",English,8010,129,5723,632,66111,True,1,1,2017-01-01
873,work_15244203,user-1471271,Seven Sins,Mature,The Winchesters found more than the Colt in the vampire coven's possession.  But what in the world has been done to the small teenager they found in the storm cellar beneath the barn?  A/U Slash and possible mpreg.,English,71452,661,5714,2186,105685,False,16,,2022-09-11
874,work_1157201,user-211835,The Bet,Teen And Up Audiences,Harry really should know better than to make any sort of bet with a Slytherin.,English,5806,121,5709,551,49134,True,1,1,2013-09-19
875,work_20587250,user-3364902,When Pigs Fly,Not Rated,"Severus had always believed that romance wasn’t for him. Everyone else believed him to be filthy death eater scum, and he agreed, never fathoming the concept of someone liking him enough to actually pursue a relationship with him. ",English,43501,1087,5704,1245,111035,False,13,16,2022-09-20
876,work_13754304,user-8617,Onyx,Teen And Up Audiences,"Harry and Jax’s second summer at Spinner’s End and third year at Hogwarts. One filled with new and exciting classes, a surprisingly competent Defense Professor, and a few revelations that nobody saw coming, least of all Harry himself.",English,139574,2701,5703,397,96631,True,27,27,2018-08-25
877,work_24769000,user-3380220,Saint Riddle,Mature,A baby appears in Hogwarts and suddenly calls Harry his mummy and Tom his daddy?!,English,18507,755,5702,967,97407,True,19,19,2020-09-06
878,work_36463387,user-3259101,Nothing Good Happens After 2AM,Explicit,"And in the heartbeat that he didn't return the kiss, Hermione saw the rest of her school year flash before her eyes. The embarrassment, the teasing. Her chest constricted at this terribly awful thing she just did — kissing Draco Malfoy.",English,8574,223,5701,1084,97699,True,2,2,2022-01-19
879,work_2330390,user-287005,ugly: in defense of pansy parkinson,Teen And Up Audiences,"“Why are you here?” Parvati asked Pansy once. People asked her a lot, when they found her in Flourish and Blotts, or at work on the Prophet. Their eyes raked her, looking for green, for silver, for venom. Sometimes she'd smile back and let them see the danger. ",English,4880,314,5701,947,65061,True,1,1,2014-09-20
880,work_6873916,user-10657,When The Wolf Comes Home,Teen And Up Audiences,"Through a dark ritual, Draco Malfoy is sent back in time, from his seventeenth year to his eleventh. Now he has the chance to use his superior knowledge and skill to change everything and save all his friends and family, but there's a terrible complication: it turns out that not even time travel can cure a case of lycanthropy.",English,40307,1277,5693,1617,70780,False,14,,2017-08-27
881,work_35862568,user-35202,Onyx and Silver,Mature,"Harry Potter is a stranger in the middle of the sixth-year Slytherins, and Orion Black watches him out of curiosity- and soon, a realization that Potter presents an opportunity to escape from the shadow of Tom Riddle.",English,4493,187,5691,722,48689,True,1,1,2021-12-22
882,work_2399867,user-287005,turncoat: in defense of andromeda tonks nee black,General Audiences,"When her little cousin Sirius got disowned too, years later, Andromeda sent him a fruit basket.",English,8355,352,5689,1028,80628,True,1,1,2014-10-04
883,work_5625616,user-104018,Stop and Stare,Mature,"Harry’s life is full of care, he has no time to stop or stare; he has no time for anyone’s shit, until his friends aren’t having it. A story about the unravelly things. 2015 advent fic.",English,78395,887,5682,1421,111940,True,25,25,2016-01-03
884,work_8848426,user-1144060,Our Little Horcrux,Explicit,"It’s safer to keep the Horcruxes instead of destroying them.  They couldn’t risk Voldemort finding out too early that they’re collecting them, after all.  And it was a brilliant plan, Harry just hadn’t factored in that all these Horcruxes would have quite the fascination with him…  AU Horcrux!Gangbang",English,7074,150,5679,1031,157996,True,1,1,2016-12-14
885,work_28509534,user-252126,The Standard,Explicit,Society dictated that powerful alphas should have at the very least five omegas. ,English,91304,684,5675,1293,167570,False,14,,2022-10-09
886,work_10282097,user-1221814,MOB,Teen And Up Audiences,"What if the Dursley were good people that cared about Harry, their son, and weren't exactly the most lawful people? Harry has his families aid in all that he does at Hogwarts.",English,66814,1655,5675,1411,159459,False,28,,2022-07-10
887,work_10536099,user-2110456,His Little Something,Explicit,"Malfoy claims he can fuck anyone he wants, which is absolutely ridiculous. And Harry is going to prove it.",English,6071,146,5672,858,110153,True,1,1,2017-04-03
888,work_3936001,user-1126828,In The Middle,Not Rated,"James is the natural confidant of both Remus and Sirius. When they both swear him to secrecy on the same topic, James is stuck watching his friends pine for each other without being able to say a word to bring them together. A lesser man might shrink from the challenge of finding a way to break his promise without breaking his promise, but not James Potter!",English,3724,65,5667,680,42275,True,1,1,2015-06-05
889,work_17281838,user-487624,The Head of the House of Slytherin,General Audiences,"Severus Snape is committed to the welfare of his students, and providing them with a quality education. And since Dumbledore isn't providing them with the resources he needs, he's turning to other allies for assistance.",English,58666,2210,5665,696,132362,True,55,55,2021-02-23
890,work_4045699,user-104018,Scurrilous,Teen And Up Audiences,"Author/Artist LJ Name: saras_girlPrompter: ElectricKettleTitle: ScurrilousPrompt Number: 115Pairing(s): Harry/Draco and implied Ron/HermioneSummary: When Potter starts behaving more oddly than usual, Draco has no choice but to take an interest. After all, it’s his job. Sort of.Rating: PG13Disclaimer: All Harry Potter characters herein are the property of J.K. Rowling and Bloomsbury/Scholastic. No copyright infringement is intended.Warning(s a certain amount of ragging on the gutter press. Terrible song titles. Pansy Parkinson.Epilogue compliant? Nope, not even a little bit.Word Count: 25,159Author's Notes: Thanks to my prompter – this was a really fun story to write and I love the song enough not to mind having it stuck in my head for weeks on end. Much love to LB for encouragement, tea and typo-spotting.",English,25142,188,5656,1167,72760,True,1,1,2015-06-01
891,work_9592106,user-148079,Instruction For A Misplaced Slytherin,Explicit,"
  Potter stared at him with an intense, indecipherable expression.  He cleared his throat.  “You know what?  It would be easier to learn if you just showed me,” he said abruptly.
",English,8538,201,5655,798,71117,True,1,1,2017-02-05
892,work_38565609,user-18285,family and other wonders,Teen And Up Audiences,"Harry was supposed to pick- move on and be with his parents, or go back to finish the battle with Voldemort. But even Dumbledore doesn't know everything, and Harry finds that there are actually a lot more options than those two.",English,117703,1713,5654,2120,147026,False,32,,2022-10-27
893,work_21484816,user-35202,Powerful Men,Teen And Up Audiences,"Tom didn’t know whose idea it was that a mysterious man who had walked out of the Veil of Death should be the guest lecturer for Defense Against the Dark Arts while Professor Merrythought dealt with some kind of magical emergency, but he could thank them. And curse them. Henry Evans changes Tom’s life.",English,4384,99,5652,934,37567,True,1,1,2019-11-19
894,work_6264202,user-1221814,Memories Are Made of These,Explicit,"Forced to bond to Severus, Harry turns the table on Dumbledore. He provides memories to get allies.",English,45510,971,5652,1342,162526,False,20,,2021-12-31
895,work_547431,user-33811,Far Beyond a Promise Kept,Teen And Up Audiences,"Snape never wanted anyone to know of his promise to Dumbledore, but has realised that he can protect Potter much better by taking a less passive role in the boy's training. Actually liking Harry Potter has never been part of his plan. mentor/guardian.",English,135625,513,5649,2094,128535,True,18,18,2022-02-05
896,work_36247450,user-5978255,Dear Voldie,Explicit,"With exams looming and Umbridge with more power than ever Harry is at the end of his tether so decides to try writing a letter to Voldemort, in an effort to stop the nightmares/visions that, admittedly, mean absolutely nothing to him.",English,117286,2681,5643,1391,166570,False,27,,2022-10-17
897,work_23950192,user-2827742,The Last Seiðr,Teen And Up Audiences,“Doctor! It’s spiking again.”,English,57690,776,5638,2384,106840,False,9,,2022-07-18
898,work_7728121,user-165575,Senses of Magic,Not Rated,"Ellie Potter’s introduction to the magical world is a little more complicated than intended. No one, not even Dumbledore, expected the Girl-Who-Lived to Awaken as a sentinel. Which just goes to show you how little wizards understand Sentinels – nothing like being thrust into a new world, filled with dangers and enemies to Awaken a sentinel’s instincts.",English,18799,265,5638,2314,92407,True,1,1,2016-08-10
899,work_6666643,user-1221814,Why It's Bad to Get Harry Mad,Mature,Harry hears an interesting meeting. The meeting confirmed what he heard. It was time now to show them how wrong they were.,English,49069,956,5637,1431,189816,False,22,,2021-12-16
900,work_1515578,user-74509,Harry Potter and the Dukes New Clothes,General Audiences,On his first trip to the Wizarding World Harry turns left instead of right. Its amazing how much one little thing can change the world.,English,43801,830,5637,1931,130668,False,18,,2017-06-06
901,work_9167785,user-2137495,The Man Who Lived,Explicit,"Draco breaks a cup, and one thing leads to another. A story of redemption, tattoos, dreams, mistakes, green eyes, long conversations, and copious amounts of coffee. ",English,253826,2388,5633,2433,160898,True,42,42,2017-02-12
902,work_4629198,user-601641,Say a Prayer,Not Rated,"During the summer between first and second year Harry does something that has unexpected consequences, for himself and for the wizarding world.",English,124857,429,5624,1018,155214,True,18,18,2015-09-05
903,work_23313475,user-3259101,All Right,Explicit,"A collection of drabbles and short stories Post-TRTTD/ATWT. Marriage, kids, Grandpa Lucius, babysitter Harry, Draco raising a teenage girl, etc.",English,2570,447,5620,421,121639,False,7,,2021-10-11
904,work_30124308,user-96381,The Innkeeper,Mature,"Dimitriv had been the Innkeeper for a number of years, never finding an heir to take over, leaving him - with his immortal life - to watch over the Inn and the creatures that came by for sanctuary, food or just a talk.",English,71472,1303,5616,1755,159429,True,35,35,2021-09-09
905,work_26333881,user-35202,That Glorious Strength,Teen And Up Audiences,"Instead of becoming Voldemort, Tom Riddle established a school of “secondary importance” for Muggleborns, half-bloods, and Squibs. Since the school frees Hogwarts to continue drifting more towards the purebloods’ whims and wishes, they haven’t raised any large fuss. Besides, everyone knows that half-bloods and Muggleborns don’t have any real power. Just look at Riddle, who had ambitions that outpaced his magical strength. They don’t see the revolution coalescing under the surface.",English,187100,2049,5616,1710,179347,False,41,,2022-10-25
906,work_21890770,user-1985392,harry.exe has stopped working,Not Rated,Harry Potter no longer has any fucks to give. That’s it. That’s the plot. Thanks for coming to my ted talk. ,English,39543,1247,5613,1597,106629,False,29,30,2022-09-08
907,work_26580295,user-3380220,My Father is a Dark Lord!,Mature,"As Harry opens his mouth to scream, Lucius does as well.",English,33043,1979,5603,921,115157,True,37,37,2021-03-16
908,work_36500893,user-3315828,"God of Mischief, Master of Death",Teen And Up Audiences,"Loki gets a chance to change everything. The Norns, having become tired of Odin's meddling in the Weave, have decided enough is enough. Death sees this as a chance to plead their case, asking for Loki to go through the trials needed to become the Master of Death. In order to stop Thanos, Loki would agree to anything, knowing what is coming, and so he does. Hera Potter grows up not knowing who she'd been, what she is expected to go through, or that she's already fighting for something greater than herself. As the barriers fall between this life and the last, Hera will have to navigate through who she was to stay who she is. She was Loki once, but she is more than that now, and she will fight to keep it and the life she's made. If that means flinging her soul across time and space, or using the knowledge she has to navigate through a future she should not know, she'll do it. Who is Thanos to threaten everything she loves? Who is Dumbledore to think a child should be responsible to win a war? And where does Odin get off thinking he had any say at all?",English,340535,4949,5602,1529,289800,False,101,,2022-11-20
909,work_11568318,user-1707785,Howlr,Explicit,"Howlr is the new dating application enchanting Witches, Wizards and Everyone in between. Are you looking for the one or a one-night stand; it’s all here folks. Howlr is sponsored by Weasley Wizard Wheezes, the same team that brought us the Spellular just two years ago. Ginny Weasley, famed chaser for the Hollyhead Harpies, swears by the app, ‘guaranteed to make sparks fly,’ she says. The magic awaits you!",English,47634,1760,5600,1314,83214,True,11,11,2018-10-04
910,work_10547500,user-9,For Now You Love Me,General Audiences,"It just sort of happens.  The way it spills out at dinner.  ""I'm dating James Potter.""  Sirius, of course, refuses to believe James and Regulus could ever be a thing.  And he's determined to find out the truth.",English,14068,128,5599,869,57642,True,5,5,2017-06-16
911,work_20875460,user-514371,How Long Would you Wait for Me? (How long I've been away?),Not Rated,"Soulmates meet as soon as they start dreaming, because their dreams connect them to their soulmate from the moment they both take their first breath.Having had his mind blocked by Voldemort all those years, Harry was certain he didn't have a soulmate.Right up until he did.",English,2783,121,5598,473,53603,True,1,1,2019-10-03
912,work_26125573,user-8214736,Namesake Necklace,Not Rated,"Harry and Dudley are attacked one evening, and Snape is called to fix it. A child sized Harry, who looks much more like Lily than James at this age, was not what he was expecting.",English,121123,1916,5595,1323,136151,True,25,25,2021-01-04
913,work_8517286,user-264155,because he strayed across the path,Teen And Up Audiences,"Prisoner of Azkaban AU: After the Gryffindor-Hufflepuff Quidditch match, Harry finds himself striking up two unlikely friendships. The first is with Hufflepuff's captain, Cedric Diggory. The second is with the Grim. You know, that canine specter of Death that's been trying to kill him. Between that and learning the Patronus Charm, surviving Sirius Black, passing his classes, training for the Quidditch House Cup, trying to figure out why Professor Lupin treats him so strangely, helping Hermione fight for werewolf rights, and more, Harry seems to be in for yet another busy year at Hogwarts. ",English,64546,1346,5590,1900,118980,False,12,,2019-09-10
914,work_6199150,user-1623749,The Power of a Well-Organized Mind,Explicit,"Trying to deal with his grief after losing Sirius, Harry makes an effort to “clear his mind” before going to bed. It works this time, and Harry discovers that his supposed Power isn’t love at all.  He soon finds that his trust has not always been well placed.  His choices for taking control of his life may be fewer than he'd hoped.",English,86199,1088,5580,1918,93864,False,10,,2018-05-31
915,work_22914067,user-4320963,To Look a Gift Horse in the Mouth,Explicit,"“You can’t do it, can you?”",English,13943,224,5579,976,67357,True,3,3,2020-09-23
